ropa_id,batch_no,subdivision,prop_location,prop_type,tct_cct_no,lot_area,floor_area,min_sellprice,occupancy,status,status_bid,disposal_type,start_datetime,end_datetime,appr_date,inspection_date,ins_remarks,remarks,city_muni,handling_hbc,contact_hbc,email_hbc,survey_no,city_searched
815202505300156,OPA1510103,GOLDEN HORIZON VILLAS,"Lot 14 Blk. 98 Phase 2 GOLDEN HORIZON VILLAS PEREZ (LUCBANAN), CITY OF TRECE MARTIRES, CAVITE, 4109",Row House,077-2020004106,40,28.4,768000,Occupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,02/05/2025 00:00:00,06/07/2025 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF TRECE MARTIRES,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-028989,CITY OF TRECE MARTIRES
815202507300037,OPA1510103,WEST GOVERNOR HEIGHTS,"Lot 6 Blk. 26 Phase 2 WEST GOVERNOR HEIGHTS CABUCO, CITY OF TRECE MARTIRES, CAVITE, 4109",Row House,T-78676,50,26,863100,Occupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,10/01/2025 00:00:00,08/08/2025 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF TRECE MARTIRES,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-023167,CITY OF TRECE MARTIRES
815202508290125,OPA1510102,WEST GOVERNOR HEIGHTS,"Lot 4 Blk. 10 Phase 2 WEST GOVERNOR HEIGHTS CABUCO, CITY OF TRECE MARTIRES, CAVITE, 4109",Row House,T-78146,50,26,867300,Occupied,1,5,1st Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,05/27/2026 00:00:00,09/03/2025 00:00:00,"14.285795,120.843207",OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF TRECE MARTIRES,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-023167,CITY OF TRECE MARTIRES
815202506270015,OPA1510102,GOLDEN HORIZON VILLAS,"Lot 4 Blk. 85 GOLDEN HORIZON VILLAS PEREZ (LUCBANAN), CITY OF TRECE MARTIRES, CAVITE, 4109",Row House,077-2019006440,40,28.4,912670,Unoccupied,1,5,1st Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,11/22/2025 00:00:00,07/21/2025 00:00:00,"14.295518,120.886735",UNOCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF TRECE MARTIRES,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-028989,CITY OF TRECE MARTIRES
815202512190139,OPA1520098,REGINA VILLE 2000,"Lot 42 Blk. 15 Phase 2 REGINA VILLE 2000 INOCENCIO, CITY OF TRECE MARTIRES, CAVITE, 4109",Town House,T-61302,41.25,51.16,1408748,Occupied,1,5,2nd Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,10/11/2025 00:00:00,01/07/2026 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF TRECE MARTIRES,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-016742,CITY OF TRECE MARTIRES
815202604230461,OPA1520097,VILLAS AT GOLDEN HORIZON PHASE III-A,"Lot 15 Blk. 1 VILLAS AT GOLDEN HORIZON PHASE III-A PEREZ (LUCBANAN), CITY OF TRECE MARTIRES, CAVITE, 4109",Town House,077-2022005942,49.5,42,1454580,Unoccupied,1,5,2nd Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,01/17/2026 00:00:00,05/04/2026 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF TRECE MARTIRES,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-033576,CITY OF TRECE MARTIRES
815202603190006,OPA1520097,WOODLANDS AT TRECE MARTIRES PHASE 2,"Lot 3 Blk. 7 Phase 2 WOODLANDS AT TRECE MARTIRES PHASE 2 PEREZ (LUCBANAN), CITY OF TRECE MARTIRES, CAVITE, 4109",Single Attached,077-2023006601,100,77.25,3309750,Unoccupied,1,5,2nd Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,01/29/2026 00:00:00,04/07/2026 00:00:00,"14.289645,120.886970",UNOCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF TRECE MARTIRES,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-033366,CITY OF TRECE MARTIRES
815202304280082,15316,CIUDAD ADELINA,"Lot 25 Blk. 14 Phase 4 CIUDAD ADELINA CONCHU (LAGUNDIAN), CITY OF TRECE MARTIRES, CAVITE, 4109",Row House,077-2017000936,40,24,374646,Unoccupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,12/03/2024 00:00:00,05/13/2023 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF TRECE MARTIRES,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PSD-04-079866,CITY OF TRECE MARTIRES
815202308100112,15315,FIDGIE SUBDIVISION,"Lot 2 Blk. 14 FIDGIE SUBDIVISION SAN AGUSTIN (POB.), CITY OF TRECE MARTIRES, CAVITE, 4109",Lot Only,(T-75325) 077-2023002739 (T-32,100,0,470000,Unoccupied-Lot,1,5,Negotiated Sale,2026-07-13T00:00:00,2026-07-17T23:59:00,06/12/2026 00:00:00,08/30/2023 00:00:00,,UNOCCUPIED-LOT - TITLE UNDER CONSOLIDATION,CITY OF TRECE MARTIRES,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PSD-04-045051,CITY OF TRECE MARTIRES
815202501160028,15316,TRADITION HOMES                                   ,"Lot 30 Blk. 12 Phase 2 TRADITION HOMES INOCENCIO, CITY OF TRECE MARTIRES, CAVITE, 4109",Row House,T-45108,36,20,474200,Occupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,11/06/2024 00:00:00,02/03/2025 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF TRECE MARTIRES,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PCS-04-013723,CITY OF TRECE MARTIRES
815202112230182,15316,WEST PLAINS SUBDIVISION                           ,"Lot 17 Blk. 5 Phase 1 WEST PLAINS SUBDIVISION DE OCAMPO, CITY OF TRECE MARTIRES, CAVITE, 4109",Row House,T-73360,41.2,22,509200,Unoccupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,03/14/2025 00:00:00,01/26/2022 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF TRECE MARTIRES,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PCS-04-012864,CITY OF TRECE MARTIRES
800151805070443,15316,LA PAZ HOMES II,"Lot 15B Blk. 49 Phase 1 LA PAZ HOMES II CABEZAS, CITY OF TRECE MARTIRES, CAVITE, 4109",Row House,077-2013000331,40,26.85,524300,Occupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,01/26/2025 00:00:00,05/08/2021 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF TRECE MARTIRES,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PSD-04-226988,CITY OF TRECE MARTIRES
801519061813135,15316,LA PAZ HOMES II,"Lot 11A Blk. 53 Phase 1 LA PAZ HOMES II CABEZAS, CITY OF TRECE MARTIRES, CAVITE, 4109",Row House,077-2023001214,40,24,532800,Occupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,01/26/2025 00:00:00,05/06/2021 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF TRECE MARTIRES,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PSD-04-210089,CITY OF TRECE MARTIRES
815201905240086,15316,LA PAZ HOMES II,"Lot 14A Blk. 54 Phase 1 LA PAZ HOMES II CABEZAS, CITY OF TRECE MARTIRES, CAVITE, 4109",Row House,T-86222,40,24,546700,Occupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,01/26/2025 00:00:00,07/10/2021 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF TRECE MARTIRES,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PSD-04-208124,CITY OF TRECE MARTIRES
815202408210048,15316,KAIA HOMES,"Lot 15 Blk. 10 Phase 2 KAIA HOMES PEREZ (LUCBANAN), CITY OF TRECE MARTIRES, CAVITE, 4109",Row House,077-2016017746,36,20,547200,Occupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,05/24/2025 00:00:00,09/05/2024 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF TRECE MARTIRES,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PSD-04-240925,CITY OF TRECE MARTIRES
815202208150179,15315,LA PAZ HOMES II,"Lot 3A Blk. 55 Phase 1 LA PAZ HOMES II CABEZAS, CITY OF TRECE MARTIRES, CAVITE, 4109",Row House,T-86976,40,24,561600,Occupied,1,5,Negotiated Sale,2026-07-13T00:00:00,2026-07-17T23:59:00,05/25/2025 00:00:00,08/29/2022 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF TRECE MARTIRES,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PSD-04-210833,CITY OF TRECE MARTIRES
801518061200714,15316,LA PAZ HOMES II,"Lot 10A Blk. 55 Phase 1 LA PAZ HOMES II CABEZAS, CITY OF TRECE MARTIRES, CAVITE, 4109",Row House - End with Firewall,T-88636,40,24,565000,Occupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,11/10/2024 00:00:00,07/25/2020 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF TRECE MARTIRES,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,04-211190,CITY OF TRECE MARTIRES
815202412200273,OPA1510103,KARUNUNGAN TEACHERS VILLAGE,"Lot 4 Blk. 29 KARUNUNGAN TEACHERS VILLAGE SAN GABRIEL (AREA K), GEN. MARIANO ALVAREZ, CAVITE, 4117",Single Attached,T-480793,75,32,988200,Occupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,03/29/2025 00:00:00,01/15/2025 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,GEN. MARIANO ALVAREZ,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PSD-04-038555,GEN. MARIANO ALVAREZ
815202502190006,OPA1520098,ALTA TIERRA HOMES,"Lot 6 Blk. 38 Phase 2 ALTA TIERRA HOMES ALDIANO OLAES, GEN. MARIANO ALVAREZ, CAVITE, 4117",Town House,057-2012015051,44,40.12,1082520,Occupied,1,5,2nd Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,06/05/2026 00:00:00,03/18/2025 00:00:00,"14.32844, 121.03471",OCCUPIED - TITLE UNDER CONSOLIDATION,GEN. MARIANO ALVAREZ,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-024562,GEN. MARIANO ALVAREZ
815202212010107,15316,SUNSHINE HOMES                                    ,"Lot 9 Blk. 4 Phase 3 SUNSHINE HOMES FRANCISCO DE CASTRO (SUNSHINE VILL.), GEN. MARIANO ALVAREZ, CAVITE, 4117",Single Detached,T-174390,298,36,3133600,Occupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,06/20/2026 00:00:00,11/02/2024 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,GEN. MARIANO ALVAREZ,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PSD-04-004652,GEN. MARIANO ALVAREZ
815202001150070,15315,NHA-SAN JOSE HOUSING PROJECT                      ,"Lot 47 Blk. C-11-A NHA-SAN JOSE HOUSING PROJECT SAN JOSE, GEN. MARIANO ALVAREZ, CAVITE, 4117",Double Attached,T-1049838,150,220,5450600,Occupied,1,5,Negotiated Sale,2026-07-13T00:00:00,2026-07-17T23:59:00,04/07/2025 00:00:00,02/20/2020 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,GEN. MARIANO ALVAREZ,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PCS-04-000281,GEN. MARIANO ALVAREZ
801518050824750,15315,BOSTON HEIGHTS SUBD,"Lot 13 Blk. 23 Phase 1 BOSTON HEIGHTS SUBD TOCLONG, KAWIT, CAVITE, 4104",Town House,T-1306619,36,44,1054500,Unoccupied,1,5,Negotiated Sale,2026-07-13T00:00:00,2026-07-17T23:59:00,06/12/2026 00:00:00,06/21/2021 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,KAWIT,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PCS-04-025180,KAWIT
815202509300055,15315,ACACIA TOWNHOMES,"Lot 26 Blk. 22 ACACIA TOWNHOMES TOCLONG, KAWIT, CAVITE, 4104",Town House,071-2019002753,36,44,1414600,Unoccupied,1,5,Negotiated Sale,2026-07-13T00:00:00,2026-07-17T23:59:00,06/12/2026 00:00:00,10/12/2025 00:00:00,"14.416442,120.914080",UNOCCUPIED - TITLE UNDER CONSOLIDATION,KAWIT,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PCS-04-031663,KAWIT
801518050824750,15315,BOSTON HEIGHTS SUBD,"Lot 13 Blk. 23 Phase 1 BOSTON HEIGHTS SUBD TOCLONG, KAWIT, CAVITE, 4104",Town House,T-1306619,36,44,1054500,Unoccupied,1,5,Negotiated Sale,2026-07-13T00:00:00,2026-07-17T23:59:00,06/12/2026 00:00:00,06/21/2021 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,KAWIT,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PCS-04-025180,NAIC
815202509300055,15315,ACACIA TOWNHOMES,"Lot 26 Blk. 22 ACACIA TOWNHOMES TOCLONG, KAWIT, CAVITE, 4104",Town House,071-2019002753,36,44,1414600,Unoccupied,1,5,Negotiated Sale,2026-07-13T00:00:00,2026-07-17T23:59:00,06/12/2026 00:00:00,10/12/2025 00:00:00,"14.416442,120.914080",UNOCCUPIED - TITLE UNDER CONSOLIDATION,KAWIT,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PCS-04-031663,NAIC
815202408140006,OPA1510103,JORDAN ESTATES SUBD,"Lot 14 Blk. 27 JORDAN ESTATES SUBD SAN ANTONIO I, NOVELETA, CAVITE, 4105",Duplex with Eaves,057-2011008190,54,40.12,1230700,Occupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,06/12/2026 00:00:00,09/01/2024 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,NOVELETA,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-021183,NOVELETA
815201908310013,15316,JORDAN ESTATES SUBD                               ,"Lot 16 Blk. 27 JORDAN ESTATES SUBD SAN ANTONIO I, NOVELETA, CAVITE, 4105",Single Attached,T-1134478,52,20,587524,Unoccupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,11/09/2024 00:00:00,08/23/2025 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,NOVELETA,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PCS-04-021183,NOVELETA
815202502280031,OPA1510103,RANCHO IMPERIAL DE SILANG,"Lot 24 Blk. 16 RANCHO IMPERIAL DE SILANG TARTARIA, SILANG, CAVITE, 4118",Single Attached,T-843420,70,30,1430000,Occupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,06/10/2026 00:00:00,03/18/2025 00:00:00,"14.20539, 121.01521",OCCUPIED - TITLE UNDER CONSOLIDATION,SILANG,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-012899,SILANG
815202407310318,OPA1510103,RANCHO IMPERIAL DE SILANG,"Lot 27 Blk. 18 RANCHO IMPERIAL DE SILANG TARTARIA, SILANG, CAVITE, 4118",Double Attached,(26889) ((T-828660)) 076-20240,70,56,1645184,Occupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,11/03/2025 00:00:00,08/25/2024 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,SILANG,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-012899,SILANG
847202406260003,OPA1510102,CINTA DESSA,"Lot 21 Blk. 3 CINTA DESSA PUTING KAHOY, SILANG, CAVITE, 4118",Double Attached,076-2016005606,142,79.6,4597000,Occupied/Closed,1,5,1st Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,04/16/2026 00:00:00,03/28/2025 00:00:00,,OCCUPIED/CLOSED - TITLE UNDER CONSOLIDATION,SILANG,CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PSD-04-240605,SILANG
815202501310388,OPA1520097,RANCHO IMPERIAL DE SILANG,"Lot 31 Blk. 34 RANCHO IMPERIAL DE SILANG TARTARIA, SILANG, CAVITE, 4118",Row House,(19273)(T-813132) 076-20250010,45,26,657699,Unoccupied,1,5,2nd Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,05/27/2026 00:00:00,02/25/2025 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,SILANG,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-012899,SILANG
847202412230049,OPA1520098,RANCHO IMPERIAL DE SILANG,"Lot 3 Blk. 1 RANCHO IMPERIAL DE SILANG TARTARIA, SILANG, CAVITE, 4118",Double Attached,T-831642,45,125,2329020,Occupied/Closed,1,5,2nd Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,11/29/2024 00:00:00,03/28/2025 00:00:00,,OCCUPIED/CLOSED - TITLE UNDER CONSOLIDATION,SILANG,CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-014042,SILANG
815202508190055,15315,BUKLOD BAHAYAN                                                                                      ,"Lot 20 Blk. 23 BUKLOD BAHAYAN TARTARIA, SILANG, CAVITE, 4118",Row House,T-625712,35,21,675500,Unoccupied,1,5,Negotiated Sale,2026-07-13T00:00:00,2026-07-17T23:59:00,06/10/2026 00:00:00,09/14/2025 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,SILANG,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PCS-04-011250,SILANG
815202405270022,OPA1510103,CARISSA HOMES TANZA-PUNTA,"Lot 19 Blk. 118 Phase 7 CARISSA HOMES TANZA-PUNTA PUNTA I, TANZA, CAVITE, 4108",Quadruplex,T-726899,33,18,282370,Occupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,04/27/2026 00:00:00,06/23/2024 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,TANZA,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PSD-04-099961,TANZA
847202601160005,OPA1510103,DECA HOMES TANZA,"Lot 21 Blk. 7 DECA HOMES TANZA SAHUD ULAN, TANZA, CAVITE, 4108",Row House,057-2018057707,35,23.4,388476,Unoccupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,12/06/2025 00:00:00,01/24/2026 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,TANZA,CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-029569,TANZA
847202601160004,OPA1510103,DECA HOMES TANZA,"Lot 20 Blk. 7 DECA HOMES TANZA SAHUD ULAN, TANZA, CAVITE, 4108",Row House,057-2018057706,35,23.4,389093,Unoccupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,12/06/2025 00:00:00,01/24/2026 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,TANZA,CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-029569,TANZA
815202603120168,OPA1510102,SUNRISE PLACE,"Lot 42 Blk. 35 Phase 2 SUNRISE PLACE TRES CRUSES, TANZA, CAVITE, 4108",Row House,T-1294137,35,20.12,403600,Occupied,1,5,1st Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,01/08/2026 00:00:00,03/25/2026 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,TANZA,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-024575,TANZA
815202511120010,OPA1510103,CARISSA HOMES TANZA-PUNTA,"Lot 20 Blk. 105 Phase 7 CARISSA HOMES TANZA-PUNTA PUNTA I, TANZA, CAVITE, 4108",Quadruplex,T-728294,33,18,409565,Occupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,01/08/2026 00:00:00,11/24/2025 00:00:00,DEADSPOT/NO SIGNAL,OCCUPIED - TITLE UNDER CONSOLIDATION,TANZA,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PSD-04-099961,TANZA
815202505300177,OPA1510102,BELLEVIEW MEADOWS,"Lot 11 Blk. 8 Phase 1 SEC 32 BELLEVIEW MEADOWS BAGTAS, TANZA, CAVITE, 4108",Row House,T-687381,39.6,21.96,446450,Unoccupied,1,5,1st Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,05/27/2026 00:00:00,06/14/2025 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,TANZA,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PSD-042120-076500,TANZA
815202603190017,OPA1510102,SUNRISE PLACE,"Lot 27 Blk. 28 Phase 2 SUNRISE PLACE TRES CRUSES, TANZA, CAVITE, 4108",Row House,T-1293806,35,20.12,458700,Occupied,1,5,1st Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,10/11/2025 00:00:00,04/14/2026 00:00:00,"14.331684,120.844401",OCCUPIED - TITLE UNDER CONSOLIDATION,TANZA,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-024575,TANZA
815202503310113,OPA1510103,THE ROYAL PARKS AT GROSVENOR PLACE,"Lot 13 Blk. 7F THE ROYAL PARKS AT GROSVENOR PLACE TANAUAN, TANZA, CAVITE, 4108",Row House - End with Firewall,057-2019037969,32,19.44,496300,Occupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,05/17/2025 00:00:00,04/29/2025 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,TANZA,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-015560,TANZA
815202506130053,OPA1510103,LANDMASS PARK SUBDIVISION,"Lot 19 Blk. 10 LANDMASS PARK SUBDIVISION BIGA, TANZA, CAVITE, 4108",Row House,T-698989,40,22,564100,Unoccupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,06/05/2026 00:00:00,06/25/2025 00:00:00,"14.368619,120.856255",UNOCCUPIED - TITLE UNDER CONSOLIDATION,TANZA,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PSD-042120-074203,TANZA
815202501270005,OPA1510103,WELLINGTON TANZA RESIDENCES PHASE 1,"Lot 23 Blk. 11 WELLINGTON TANZA RESIDENCES PHASE 1 TRES CRUSES, TANZA, CAVITE, 4108",Row House,057-2017063679,36,30,1022000,Occupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,06/01/2025 00:00:00,02/14/2025 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,TANZA,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-028445,TANZA
815202409260036,OPA1520098,CARISSA HOMES TANZA-BAGTAS,"Lot 3 Blk. 13 Phase 2 CARISSA HOMES TANZA-BAGTAS BAGTAS, TANZA, CAVITE, 4108",Lot Only,(T-602506) 57-2024028488,35,0,189000,Unoccupied-Lot,1,5,2nd Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,06/05/2026 00:00:00,10/01/2024 00:00:00,,UNOCCUPIED-LOT - TITLE UNDER CONSOLIDATION,TANZA,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-010708,TANZA
815202306270111,OPA1520097,CARISSA HOMES TANZA-BAGTAS,"Lot 4 Blk. 6 Phase 2 CARISSA HOMES TANZA-BAGTAS BAGTAS, TANZA, CAVITE, 4108",Lot Only,(T-606754) 057-2023019811,54,0,291600,Unoccupied-Lot,1,5,2nd Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,04/27/2026 00:00:00,07/08/2023 00:00:00,,UNOCCUPIED-LOT - TITLE UNDER CONSOLIDATION,TANZA,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-010708,TANZA
815202602210042,OPA1520098,CARISSA HOMES TANZA-PUNTA,"Lot 23 Blk. 27 Phase 7 CARISSA HOMES TANZA-PUNTA PUNTA I, TANZA, CAVITE, 4108",Quadruplex,T-740554,33,18,326573,Unoccupied,1,5,2nd Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,12/08/2025 00:00:00,02/26/2026 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,TANZA,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PSD-04-099961,TANZA
815202508220014,OPA1520097,BELVEDERE TOWNE II,"Lot 8 Blk. 25 Phase 2 SEC 1 BELVEDERE TOWNE II PARADAHAN I, TANZA, CAVITE, 4108",Row House,T-666475,36,20.12,429278,Occupied,1,5,2nd Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,06/05/2026 00:00:00,09/13/2025 00:00:00,"14.319711,120.866338",OCCUPIED - TITLE UNDER CONSOLIDATION,TANZA,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-011613,TANZA
